company,disease_class,compound,mw,clogp,arom,hba,hbd,rtb,psa,bpka,apka
ACTAVIS LABORATORIES FL INC,C06 Digestive System Diseases,NAPROXEN SODIUM,230.26,2.99,2,2,1,3,46.53,,4.19
ACTAVIS LABORATORIES FL INC,C25 Chemically-Induced Disorders,LEVETIRACETAM,170.21,-0.59,0,2,1,3,63.4,,
ACTAVIS LABORATORIES FL INC,C18 Nutritional and Metabolic Diseases,MISOPROSTOL,382.54,3.86,0,5,2,13,83.83,,
ACTAVIS LABORATORIES FL INC,C08 Respiratory Tract Diseases,METFORMIN HYDROCHLORIDE,129.17,-0.92,0,2,4,0,88.99,12.33,
ACTAVIS LABORATORIES FL INC,C14 Cardiovascular Diseases,METFORMIN HYDROCHLORIDE,129.17,-0.92,0,2,4,0,88.99,12.33,
ACTAVIS LABORATORIES FL INC,F03 Mental Disorders,TAMOXIFEN CITRATE,371.52,6.35,3,2,0,8,12.47,8.76,
ACTAVIS LABORATORIES FL INC,C10 Nervous System Diseases,LEVETIRACETAM,170.21,-0.59,0,2,1,3,63.4,,
ACTAVIS LABORATORIES FL INC,C10 Nervous System Diseases,HYDROCODONE BITARTRATE,299.37,1.96,1,4,0,1,38.77,8.61,
ACTAVIS LABORATORIES FL INC,C04 Neoplasms,MISOPROSTOL,382.54,3.86,0,5,2,13,83.83,,
ACTAVIS LABORATORIES FL INC,C26 Wounds and Injuries,TRANEXAMIC ACID,157.21,-1.55,0,2,2,2,63.32,10.22,4.56
ACTAVIS LABORATORIES FL INC,C14 Cardiovascular Diseases,METOPROLOL SUCCINATE,267.37,1.76,1,4,2,9,50.72,9.67,
ACTAVIS LABORATORIES FL INC,C04 Neoplasms,TAMOXIFEN CITRATE,371.52,6.35,3,2,0,8,12.47,8.76,
ACTAVIS LABORATORIES FL INC,C18 Nutritional and Metabolic Diseases,METFORMIN HYDROCHLORIDE,129.17,-0.92,0,2,4,0,88.99,12.33,
ACTAVIS LABORATORIES FL INC,"C16 Congenital, Hereditary, and Neonatal Diseases and Abnormalities",METOPROLOL SUCCINATE,267.37,1.76,1,4,2,9,50.72,9.67,
ACTAVIS LABORATORIES FL INC,C10 Nervous System Diseases,TAMOXIFEN CITRATE,371.52,6.35,3,2,0,8,12.47,8.76,
ACTAVIS LABORATORIES FL INC,C15 Hemic and Lymphatic Diseases,METFORMIN HYDROCHLORIDE,129.17,-0.92,0,2,4,0,88.99,12.33,
ACTAVIS LABORATORIES FL INC,C04 Neoplasms,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
ACTAVIS LABORATORIES FL INC,F03 Mental Disorders,LEVETIRACETAM,170.21,-0.59,0,2,1,3,63.4,,
ACTAVIS LABORATORIES FL INC,"C23 Pathological Conditions, Signs and Symptoms",DICLOFENAC SODIUM,296.15,4.26,2,2,2,4,49.33,,4
ACTAVIS LABORATORIES FL INC,C12 Male Urogenital Diseases,TAMSULOSIN HYDROCHLORIDE,408.52,2.04,2,6,2,11,99.88,9.28,9.93
ACTAVIS LABORATORIES FL INC,C04 Neoplasms,TAMSULOSIN HYDROCHLORIDE,408.52,2.04,2,6,2,11,99.88,9.28,9.93
ACTAVIS LABORATORIES FL INC,C18 Nutritional and Metabolic Diseases,BUPROPION HYDROCHLORIDE,239.75,3.27,1,2,1,3,29.1,8.22,
ACTAVIS LABORATORIES FL INC,C04 Neoplasms,DUTASTERIDE,528.54,5.79,1,2,2,2,58.2,,12.56
ACTAVIS LABORATORIES FL INC,C04 Neoplasms,BUPROPION HYDROCHLORIDE,239.75,3.27,1,2,1,3,29.1,8.22,
ACTAVIS LABORATORIES FL INC,C05 Musculoskeletal Diseases,TRANEXAMIC ACID,157.21,-1.55,0,2,2,2,63.32,10.22,4.56
ACTAVIS LABORATORIES FL INC,C14 Cardiovascular Diseases,DILTIAZEM HYDROCHLORIDE,414.53,2.73,2,6,0,6,59.08,8.18,12.86
ACTAVIS LABORATORIES FL INC,F03 Mental Disorders,BUPROPION HYDROCHLORIDE,239.75,3.27,1,2,1,3,29.1,8.22,
ACTAVIS LABORATORIES FL INC,C10 Nervous System Diseases,DUTASTERIDE,528.54,5.79,1,2,2,2,58.2,,12.56
ACTAVIS LABORATORIES FL INC,C07 Stomatognathic Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
ACTAVIS LABORATORIES FL INC,"C23 Pathological Conditions, Signs and Symptoms",ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
ACTAVIS LABORATORIES FL INC,"C23 Pathological Conditions, Signs and Symptoms",DILTIAZEM HYDROCHLORIDE,414.53,2.73,2,6,0,6,59.08,8.18,12.86
ACTAVIS LABORATORIES FL INC,C01 Infections,MISOPROSTOL,382.54,3.86,0,5,2,13,83.83,,
ACTAVIS LABORATORIES FL INC,G07 Physiological Phenomena,DUTASTERIDE,528.54,5.79,1,2,2,2,58.2,,12.56
ACTAVIS LABORATORIES FL INC,C17 Skin and Connective Tissue Diseases,DUTASTERIDE,528.54,5.79,1,2,2,2,58.2,,12.56
ACTAVIS LABORATORIES FL INC,C05 Musculoskeletal Diseases,MISOPROSTOL,382.54,3.86,0,5,2,13,83.83,,
ACTAVIS LABORATORIES FL INC,C17 Skin and Connective Tissue Diseases,DILTIAZEM HYDROCHLORIDE,414.53,2.73,2,6,0,6,59.08,8.18,12.86
ACTAVIS LABORATORIES FL INC,C06 Digestive System Diseases,DILTIAZEM HYDROCHLORIDE,414.53,2.73,2,6,0,6,59.08,8.18,12.86
ACTAVIS LABORATORIES FL INC,C01 Infections,DILTIAZEM HYDROCHLORIDE,414.53,2.73,2,6,0,6,59.08,8.18,12.86
ACTAVIS LABORATORIES FL INC,C13 Female Urogenital Diseases and Pregnancy Complications,MISOPROSTOL,382.54,3.86,0,5,2,13,83.83,,
ACTAVIS LABORATORIES FL INC,C25 Chemically-Induced Disorders,BUPROPION HYDROCHLORIDE,239.75,3.27,1,2,1,3,29.1,8.22,
ACTAVIS LABORATORIES FL INC,F03 Mental Disorders,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
ACTAVIS LABORATORIES FL INC,C04 Neoplasms,DICLOFENAC SODIUM,296.15,4.26,2,2,2,4,49.33,,4
ACTAVIS LABORATORIES FL INC,"C16 Congenital, Hereditary, and Neonatal Diseases and Abnormalities",LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
ACTAVIS LABORATORIES FL INC,C10 Nervous System Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
ACTAVIS LABORATORIES FL INC,C05 Musculoskeletal Diseases,DICLOFENAC SODIUM,296.15,4.26,2,2,2,4,49.33,,4
ACTAVIS LABORATORIES FL INC,C14 Cardiovascular Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
ACTAVIS LABORATORIES FL INC,C06 Digestive System Diseases,HYDROCODONE BITARTRATE,299.37,1.96,1,4,0,1,38.77,8.61,
ACTAVIS LABORATORIES FL INC,C13 Female Urogenital Diseases and Pregnancy Complications,TRANEXAMIC ACID,157.21,-1.55,0,2,2,2,63.32,10.22,4.56
ACTAVIS LABORATORIES FL INC,C08 Respiratory Tract Diseases,PSEUDOEPHEDRINE SULFATE,165.24,1.32,1,2,2,3,32.26,9.52,13.89
ACTAVIS LABORATORIES FL INC,C15 Hemic and Lymphatic Diseases,DICLOFENAC SODIUM,296.15,4.26,2,2,2,4,49.33,,4
ACTAVIS LABORATORIES FL INC,C04 Neoplasms,LEVETIRACETAM,170.21,-0.59,0,2,1,3,63.4,,
ACTAVIS LABORATORIES FL INC,C04 Neoplasms,LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
ACTAVIS LABORATORIES FL INC,C08 Respiratory Tract Diseases,LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
ACTAVIS LABORATORIES FL INC,C05 Musculoskeletal Diseases,LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
ACTAVIS LABORATORIES FL INC,F01 Behavior and Behavior Mechanisms,BUPROPION HYDROCHLORIDE,239.75,3.27,1,2,1,3,29.1,8.22,
ACTAVIS LABORATORIES FL INC,C10 Nervous System Diseases,TAMSULOSIN HYDROCHLORIDE,408.52,2.04,2,6,2,11,99.88,9.28,9.93
ACTAVIS LABORATORIES FL INC,C05 Musculoskeletal Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
ACTAVIS LABORATORIES FL INC,C17 Skin and Connective Tissue Diseases,TRANEXAMIC ACID,157.21,-1.55,0,2,2,2,63.32,10.22,4.56
ACTAVIS LABORATORIES FL INC,"C23 Pathological Conditions, Signs and Symptoms",TAMSULOSIN HYDROCHLORIDE,408.52,2.04,2,6,2,11,99.88,9.28,9.93
ACTAVIS LABORATORIES FL INC,C14 Cardiovascular Diseases,TAMSULOSIN HYDROCHLORIDE,408.52,2.04,2,6,2,11,99.88,9.28,9.93
ACTAVIS LABORATORIES FL INC,C19 Endocrine System Diseases,DUTASTERIDE,528.54,5.79,1,2,2,2,58.2,,12.56
ACTAVIS LABORATORIES FL INC,G08 Reproductive and Urinary Physiological Phenomena,MISOPROSTOL,382.54,3.86,0,5,2,13,83.83,,
ACTAVIS LABORATORIES FL INC,"C23 Pathological Conditions, Signs and Symptoms",NAPROXEN SODIUM,230.26,2.99,2,2,1,3,46.53,,4.19
ACTAVIS LABORATORIES FL INC,C18 Nutritional and Metabolic Diseases,ZOLPIDEM TARTRATE,307.4,3.02,3,3,0,3,37.61,5.39,
ACTAVIS LABORATORIES FL INC,C07 Stomatognathic Diseases,DOXYCYCLINE HYCLATE,444.44,-3.29,1,9,6,2,181.62,7.46,2.92
ACTAVIS LABORATORIES FL INC,C01 Infections,CLARITHROMYCIN,747.96,3.24,0,14,4,8,182.91,8.38,12.46
ACTAVIS LABORATORIES FL INC,C10 Nervous System Diseases,CLARITHROMYCIN,747.96,3.24,0,14,4,8,182.91,8.38,12.46
ACTAVIS LABORATORIES FL INC,G08 Reproductive and Urinary Physiological Phenomena,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
ACTAVIS LABORATORIES FL INC,C18 Nutritional and Metabolic Diseases,CABERGOLINE,451.62,2.58,2,4,2,8,71.68,9.32,
ACTAVIS LABORATORIES FL INC,"C23 Pathological Conditions, Signs and Symptoms",CLARITHROMYCIN,747.96,3.24,0,14,4,8,182.91,8.38,12.46
ACTAVIS LABORATORIES FL INC,C01 Infections,NITROFURANTOIN,238.16,-0.22,1,6,1,3,118.05,,8.23
ACTAVIS LABORATORIES FL INC,C14 Cardiovascular Diseases,CLARITHROMYCIN,747.96,3.24,0,14,4,8,182.91,8.38,12.46
ACTAVIS LABORATORIES FL INC,C04 Neoplasms,CABERGOLINE,451.62,2.58,2,4,2,8,71.68,9.32,
ACTAVIS LABORATORIES FL INC,F03 Mental Disorders,CLARITHROMYCIN,747.96,3.24,0,14,4,8,182.91,8.38,12.46
ACTAVIS LABORATORIES FL INC,C06 Digestive System Diseases,CLARITHROMYCIN,747.96,3.24,0,14,4,8,182.91,8.38,12.46
ACTAVIS LABORATORIES FL INC,C04 Neoplasms,CLARITHROMYCIN,747.96,3.24,0,14,4,8,182.91,8.38,12.46
ACTAVIS LABORATORIES FL INC,C08 Respiratory Tract Diseases,CLARITHROMYCIN,747.96,3.24,0,14,4,8,182.91,8.38,12.46
ACTAVIS LABORATORIES FL INC,C04 Neoplasms,OMEPRAZOLE,345.42,2.43,3,5,1,5,77.1,4.77,9.68
ACTAVIS LABORATORIES FL INC,C05 Musculoskeletal Diseases,OMEPRAZOLE,345.42,2.43,3,5,1,5,77.1,4.77,9.68
ACTAVIS LABORATORIES FL INC,C14 Cardiovascular Diseases,DOXYCYCLINE HYCLATE,444.44,-3.29,1,9,6,2,181.62,7.46,2.92
ACTAVIS LABORATORIES FL INC,C10 Nervous System Diseases,TETRABENAZINE,317.43,3.4,1,4,0,4,38.77,7.33,
ACTAVIS LABORATORIES FL INC,C07 Stomatognathic Diseases,CLARITHROMYCIN,747.96,3.24,0,14,4,8,182.91,8.38,12.46
ACTAVIS LABORATORIES FL INC,C10 Nervous System Diseases,PALIPERIDONE,426.49,1.76,3,7,1,4,84.39,8.76,13.74
ACTAVIS LABORATORIES FL INC,F03 Mental Disorders,PALIPERIDONE,426.49,1.76,3,7,1,4,84.39,8.76,13.74
ACTAVIS LABORATORIES FL INC,C05 Musculoskeletal Diseases,HYDROCODONE BITARTRATE,299.37,1.96,1,4,0,1,38.77,8.61,
ACTAVIS LABORATORIES FL INC,C12 Male Urogenital Diseases,CABERGOLINE,451.62,2.58,2,4,2,8,71.68,9.32,
ACTAVIS LABORATORIES FL INC,C26 Wounds and Injuries,HYDROCODONE BITARTRATE,299.37,1.96,1,4,0,1,38.77,8.61,
ACTAVIS LABORATORIES FL INC,C01 Infections,OMEPRAZOLE,345.42,2.43,3,5,1,5,77.1,4.77,9.68
ACTAVIS LABORATORIES FL INC,"C23 Pathological Conditions, Signs and Symptoms",HYDROCODONE BITARTRATE,299.37,1.96,1,4,0,1,38.77,8.61,
ACTAVIS LABORATORIES FL INC,C17 Skin and Connective Tissue Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
ACTAVIS LABORATORIES FL INC,C12 Male Urogenital Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
ACTAVIS LABORATORIES FL INC,C25 Chemically-Induced Disorders,CABERGOLINE,451.62,2.58,2,4,2,8,71.68,9.32,
ACTAVIS LABORATORIES FL INC,C17 Skin and Connective Tissue Diseases,LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
ACTAVIS LABORATORIES FL INC,C04 Neoplasms,BUDESONIDE,430.54,2.73,0,6,2,4,93.06,,13.75
ACTAVIS LABORATORIES FL INC,C05 Musculoskeletal Diseases,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
ACTAVIS LABORATORIES FL INC,C10 Nervous System Diseases,TRANEXAMIC ACID,157.21,-1.55,0,2,2,2,63.32,10.22,4.56
ACTAVIS LABORATORIES FL INC,C20 Immune System Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
ACTAVIS LABORATORIES FL INC,C07 Stomatognathic Diseases,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
ACTAVIS LABORATORIES FL INC,C13 Female Urogenital Diseases and Pregnancy Complications,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
ACTAVIS LABORATORIES FL INC,C13 Female Urogenital Diseases and Pregnancy Complications,CABERGOLINE,451.62,2.58,2,4,2,8,71.68,9.32,
ACTAVIS LABORATORIES FL INC,F01 Behavior and Behavior Mechanisms,PALIPERIDONE,426.49,1.76,3,7,1,4,84.39,8.76,13.74
ACTAVIS LABORATORIES FL INC,F03 Mental Disorders,OMEPRAZOLE,345.42,2.43,3,5,1,5,77.1,4.77,9.68
ACTAVIS LABORATORIES FL INC,C12 Male Urogenital Diseases,NITROFURANTOIN,238.16,-0.22,1,6,1,3,118.05,,8.23
ACTAVIS LABORATORIES FL INC,"C23 Pathological Conditions, Signs and Symptoms",LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
ACTAVIS LABORATORIES FL INC,C25 Chemically-Induced Disorders,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
ACTAVIS LABORATORIES FL INC,C11 Eye Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
ACTAVIS LABORATORIES FL INC,C15 Hemic and Lymphatic Diseases,OMEPRAZOLE,345.42,2.43,3,5,1,5,77.1,4.77,9.68
ACTAVIS LABORATORIES FL INC,C05 Musculoskeletal Diseases,CABERGOLINE,451.62,2.58,2,4,2,8,71.68,9.32,
ACTAVIS LABORATORIES FL INC,C06 Digestive System Diseases,BUDESONIDE,430.54,2.73,0,6,2,4,93.06,,13.75
ACTAVIS LABORATORIES FL INC,C17 Skin and Connective Tissue Diseases,DIVALPROEX SODIUM,144.21,2.8,0,1,1,5,37.3,,5.14
ACTAVIS LABORATORIES FL INC,C14 Cardiovascular Diseases,TRANEXAMIC ACID,157.21,-1.55,0,2,2,2,63.32,10.22,4.56
ACTAVIS LABORATORIES FL INC,C01 Infections,PYRIDOXINE HYDROCHLORIDE,169.18,-0.95,1,4,3,2,73.58,5.58,9.4
ACTAVIS LABORATORIES FL INC,F03 Mental Disorders,RAMELTEON,259.35,2.57,1,2,1,4,38.33,,
ACTAVIS LABORATORIES FL INC,C06 Digestive System Diseases,TRANEXAMIC ACID,157.21,-1.55,0,2,2,2,63.32,10.22,4.56
ACTAVIS LABORATORIES FL INC,"C23 Pathological Conditions, Signs and Symptoms",PYRIDOXINE HYDROCHLORIDE,169.18,-0.95,1,4,3,2,73.58,5.58,9.4
ACTAVIS LABORATORIES FL INC,C15 Hemic and Lymphatic Diseases,PYRIDOXINE HYDROCHLORIDE,169.18,-0.95,1,4,3,2,73.58,5.58,9.4
ACTAVIS LABORATORIES FL INC,C10 Nervous System Diseases,ZOLPIDEM TARTRATE,307.4,3.02,3,3,0,3,37.61,5.39,
ACTAVIS LABORATORIES FL INC,C25 Chemically-Induced Disorders,RAMELTEON,259.35,2.57,1,2,1,4,38.33,,
ACTAVIS LABORATORIES FL INC,C10 Nervous System Diseases,RAMELTEON,259.35,2.57,1,2,1,4,38.33,,
ACTAVIS LABORATORIES FL INC,C08 Respiratory Tract Diseases,RAMELTEON,259.35,2.57,1,2,1,4,38.33,,
ACTAVIS LABORATORIES FL INC,C10 Nervous System Diseases,DALFAMPRIDINE,94.12,-0.07,1,2,1,0,38.91,8.95,
ACTAVIS LABORATORIES FL INC,C08 Respiratory Tract Diseases,DALFAMPRIDINE,94.12,-0.07,1,2,1,0,38.91,8.95,
ACTAVIS LABORATORIES FL INC,C12 Male Urogenital Diseases,DALFAMPRIDINE,94.12,-0.07,1,2,1,0,38.91,8.95,
ACTAVIS LABORATORIES FL INC,C10 Nervous System Diseases,NAPROXEN SODIUM,230.26,2.99,2,2,1,3,46.53,,4.19
ACTAVIS LABORATORIES FL INC,C05 Musculoskeletal Diseases,NAPROXEN SODIUM,230.26,2.99,2,2,1,3,46.53,,4.19
ACTAVIS LABORATORIES FL INC,C26 Wounds and Injuries,RAMELTEON,259.35,2.57,1,2,1,4,38.33,,
ACTAVIS LABORATORIES FL INC,"C23 Pathological Conditions, Signs and Symptoms",BUDESONIDE,430.54,2.73,0,6,2,4,93.06,,13.75
ACTAVIS LABORATORIES FL INC,C04 Neoplasms,PYRIDOXINE HYDROCHLORIDE,169.18,-0.95,1,4,3,2,73.58,5.58,9.4
ACTAVIS LABORATORIES FL INC,C12 Male Urogenital Diseases,BUDESONIDE,430.54,2.73,0,6,2,4,93.06,,13.75
ACTAVIS LABORATORIES FL INC,C10 Nervous System Diseases,OMEPRAZOLE,345.42,2.43,3,5,1,5,77.1,4.77,9.68
ACTAVIS LABORATORIES FL INC,C26 Wounds and Injuries,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
ACTAVIS LABORATORIES FL INC,C06 Digestive System Diseases,DOXYCYCLINE HYCLATE,444.44,-3.29,1,9,6,2,181.62,7.46,2.92
ACTAVIS LABORATORIES FL INC,C06 Digestive System Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
ACTAVIS LABORATORIES FL INC,C10 Nervous System Diseases,DIVALPROEX SODIUM,144.21,2.8,0,1,1,5,37.3,,5.14
ACTAVIS LABORATORIES FL INC,C01 Infections,TRANEXAMIC ACID,157.21,-1.55,0,2,2,2,63.32,10.22,4.56
ACTAVIS LABORATORIES FL INC,C10 Nervous System Diseases,METHYLPHENIDATE HYDROCHLORIDE,233.31,2.25,1,3,1,3,38.33,9.09,
ACTAVIS LABORATORIES FL INC,F03 Mental Disorders,METHYLPHENIDATE HYDROCHLORIDE,233.31,2.25,1,3,1,3,38.33,9.09,
ACTAVIS LABORATORIES FL INC,C10 Nervous System Diseases,LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
ACTAVIS LABORATORIES FL INC,F03 Mental Disorders,DIVALPROEX SODIUM,144.21,2.8,0,1,1,5,37.3,,5.14
ACTAVIS LABORATORIES FL INC,"C23 Pathological Conditions, Signs and Symptoms",METHYLPHENIDATE HYDROCHLORIDE,233.31,2.25,1,3,1,3,38.33,9.09,
ACTAVIS LABORATORIES FL INC,C20 Immune System Diseases,LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
ACTAVIS LABORATORIES FL INC,C18 Nutritional and Metabolic Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
ACTAVIS LABORATORIES FL INC,C04 Neoplasms,METHYLPHENIDATE HYDROCHLORIDE,233.31,2.25,1,3,1,3,38.33,9.09,
ACTAVIS LABORATORIES FL INC,C18 Nutritional and Metabolic Diseases,BUDESONIDE,430.54,2.73,0,6,2,4,93.06,,13.75
ACTAVIS LABORATORIES FL INC,C20 Immune System Diseases,BUDESONIDE,430.54,2.73,0,6,2,4,93.06,,13.75
ACTAVIS LABORATORIES FL INC,C04 Neoplasms,DIVALPROEX SODIUM,144.21,2.8,0,1,1,5,37.3,,5.14
ACTAVIS LABORATORIES FL INC,C12 Male Urogenital Diseases,DUTASTERIDE,528.54,5.79,1,2,2,2,58.2,,12.56
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C18 Nutritional and Metabolic Diseases,DEXTROMETHORPHAN HYDROBROMIDE,271.4,3.49,1,2,0,1,12.47,9.85,
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,DEXTROMETHORPHAN HYDROBROMIDE,271.4,3.49,1,2,0,1,12.47,9.85,
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C01 Infections,DEXTROMETHORPHAN HYDROBROMIDE,271.4,3.49,1,2,0,1,12.47,9.85,
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",DEXTROMETHORPHAN HYDROBROMIDE,271.4,3.49,1,2,0,1,12.47,9.85,
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,F03 Mental Disorders,DEXTROMETHORPHAN HYDROBROMIDE,271.4,3.49,1,2,0,1,12.47,9.85,
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C08 Respiratory Tract Diseases,DEXTROMETHORPHAN HYDROBROMIDE,271.4,3.49,1,2,0,1,12.47,9.85,
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,DEXTROMETHORPHAN HYDROBROMIDE,271.4,3.49,1,2,0,1,12.47,9.85,
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",METHYLPHENIDATE HYDROCHLORIDE,233.31,2.25,1,3,1,3,38.33,9.09,
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C08 Respiratory Tract Diseases,PSEUDOEPHEDRINE HYDROCHLORIDE,165.24,1.32,1,2,2,3,32.26,9.52,13.89
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,F03 Mental Disorders,METHYLPHENIDATE HYDROCHLORIDE,233.31,2.25,1,3,1,3,38.33,9.09,
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,METHYLPHENIDATE HYDROCHLORIDE,233.31,2.25,1,3,1,3,38.33,9.09,
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C01 Infections,PSEUDOEPHEDRINE HYDROCHLORIDE,165.24,1.32,1,2,2,3,32.26,9.52,13.89
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,MESALAMINE,153.14,-0.29,1,3,3,1,83.55,5.87,2.02
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,F03 Mental Disorders,DESVENLAFAXINE SUCCINATE,263.38,2.29,1,3,2,4,43.7,8.87,10.11
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,PSEUDOEPHEDRINE HYDROCHLORIDE,165.24,1.32,1,2,2,3,32.26,9.52,13.89
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C06 Digestive System Diseases,MESALAMINE,153.14,-0.29,1,3,3,1,83.55,5.87,2.02
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C01 Infections,MESALAMINE,153.14,-0.29,1,3,3,1,83.55,5.87,2.02
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C08 Respiratory Tract Diseases,MESALAMINE,153.14,-0.29,1,3,3,1,83.55,5.87,2.02
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C04 Neoplasms,METHYLPHENIDATE HYDROCHLORIDE,233.31,2.25,1,3,1,3,38.33,9.09,
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C01 Infections,GUAIFENESIN,198.22,0.34,1,4,2,5,58.92,,13.62
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C08 Respiratory Tract Diseases,GUAIFENESIN,198.22,0.34,1,4,2,5,58.92,,13.62
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C10 Nervous System Diseases,DESVENLAFAXINE SUCCINATE,263.38,2.29,1,3,2,4,43.7,8.87,10.11
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C05 Musculoskeletal Diseases,DESVENLAFAXINE SUCCINATE,263.38,2.29,1,3,2,4,43.7,8.87,10.11
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,G08 Reproductive and Urinary Physiological Phenomena,DESVENLAFAXINE SUCCINATE,263.38,2.29,1,3,2,4,43.7,8.87,10.11
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,C18 Nutritional and Metabolic Diseases,MESALAMINE,153.14,-0.29,1,3,3,1,83.55,5.87,2.02
ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,"C23 Pathological Conditions, Signs and Symptoms",PSEUDOEPHEDRINE HYDROCHLORIDE,165.24,1.32,1,2,2,3,32.26,9.52,13.89
ACTAVIS LABORATORIES UT INC,C01 Infections,NORETHINDRONE,298.43,3.22,0,2,1,0,37.3,,
