ID,Name,Smiles
HSDB0909,APROBARBITAL,CC(C)C1(C(=O)NC(=O)NC1=O)CC=C
HSDB0910,6-BROMOBENZO(A)PYRENE,C1=CC=C2C(=C1)C3=C4C(=C2Br)C=CC5=CC=CC(=C54)C=C3
HSDB0911,ARAMITE,CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl
HSDB0912,ARBUTIN,C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O
HSDB0913,ARIPIPRAZOLE,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
HSDB0914,ASCORBYL,C(C(C1C(=C(C(=O)O1)O)O)O)O
HSDB0915,ASPARTAME,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N
HSDB0916,ASPON,CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC
HSDB0917,ASTAXANTHINE,CC1=C(C(CC(C1=O)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(CC2(C)C)O)C)C)C
HSDB0918,ASTEMIZOLE,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F
HSDB0919,ASULAM,COC(=O)NS(=O)(=O)C1=CC=C(C=C1)N
HSDB0920,ATAZANAVIR,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC
HSDB0921,ATENOLOL,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
HSDB0922,ATOMOXETINE,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2
HSDB0923,ATORVASTATIN,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
HSDB0924,ATOVAQUONE,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O
HSDB0925,ATRAZINE,CCNC1=NC(=NC(=N1)Cl)NC(C)C
HSDB0927,AURAMINE,CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C
HSDB0928,AVILAMYCIN,CC1C(C(CC(O1)OC2C(OC3(CC2O)OC4C(OC(CC4(O3)C)OC5C(C(OC(C5OC)C)OC6C(OC(C(C6O)OC)OC7C(C8C(CO7)OC9(O8)C1C(C(C(O9)C)(C(=O)C)O)OCO1)OC(=O)C(C)C)COC)O)C)C)O)OC(=O)C1=C(C(=C(C(=C1OC)Cl)O)Cl)C
HSDB0929,AVOBENZONE,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC
HSDB0930,AZACITIDINE,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N
HSDB0931,AZASERINE,C(C(C(=O)O)N)OC(=O)C=[N+]=[N-]
HSDB0932,AZATHIOPRINE,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]
HSDB0933,AZELASTINE,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl
HSDB0934,AZILSARTAN,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)O
HSDB0935,AZINPHOS,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1
HSDB0936,AZINPHOSMETHYL,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1
HSDB0937,AZITHROMYCIN,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O
HSDB0938,AZOBENZENE,C1=CC=C(C=C1)N=NC2=CC=CC=C2
HSDB0939,AZOCYCLOTIN,C1CCC(CC1)[Sn](C2CCCCC2)(C3CCCCC3)N4C=NC=N4
HSDB0940,AZOXYBENZENE,C1=CC=C(C=C1)N=[N+](C2=CC=CC=C2)[O-]
HSDB0941,AZOXYETHANE,CCN=[N+](CC)[O-]
HSDB0942,AZOXYSTROBIN,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC
HSDB0943,BANTROL,C1=C(C=C(C(=C1I)O)I)C#N
HSDB0944,BARBAN,C1=CC(=CC(=C1)Cl)NC(=O)OCC#CCCl
HSDB0945,BATRACHOTOXIN,CC1=CNC(=C1C(=O)OC(C)C2=CCC34C2(CC(C56C3=CCC7C5(CCC(C7)(O6)O)C)O)CN(CCO4)C)C
HSDB0946,"BETA,BETA'-IMINODIPROPIONITRILE",C(CNCCC#N)C#N
HSDB0947,BEDAQUILINE,CN(C)CCC(C1=CC=CC2=CC=CC=C21)(C(C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O
HSDB0948,BENACTYZINE,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O
HSDB0949,BENAZEPRIL,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O
HSDB0950,BENDAMUSTINE,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O
HSDB0951,BENDIOCARB,CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C
HSDB0952,BENDROFLUMETHIAZIDE,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2
HSDB0953,BENFLUMETOL,CCCCN(CCCC)CC(C1=CC(=CC2=C1C3=C(C2=CC4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O
HSDB0954,BENFLURALIN,CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
HSDB0955,BENOMYL,CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC
HSDB0956,BENSULIDE,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1
HSDB0957,BENTAZON,CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O
HSDB0958,BENTHIAVALICARB,CC(C)C(C(=O)NC(C)C1=NC2=C(S1)C=C(C=C2)F)NC(=O)O
HSDB0959,BENZ(A)ANTHRACENE,C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32
HSDB0960,BENZALDEHYDE,C1=CC=C(C=C1)C=O
HSDB0961,BENZAMIDE,C1=CC=C(C=C1)C(=O)N
HSDB0962,BENZANTHRONE,C1=CC=C2C(=C1)C3=CC=CC4=C3C(=CC=C4)C2=O
HSDB0963,BENZ(C)ACRIDINE,C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4N=C32
HSDB0964,BENZENE,C1=CC=CC=C1
HSDB0965,"1,3-BIS(1-ISOCYANATO-1-METHYLETHYL)BENZENE",CC(C)(C1=CC(=CC=C1)C(C)(C)N=C=O)N=C=O
HSDB0966,(1-BROMOETHYL)BENZENE,CC(C1=CC=CC=C1)Br
HSDB0967,1-METHOXY-4-(2-PROPENYL)BENZENE,COC1=CC=C(C=C1)CC=C
HSDB0968,(2-BROMOETHYL)BENZENE,C1=CC=C(C=C1)CCBr
HSDB0969,P-BIS(2-HYDROXYISOPROPYL)BENZENE,CC(C)(C1=CC=C(C=C1)C(C)(C)O)O
HSDB0970,4-CHLOROPHENYL,C1=CC(=CC=[C]1)Cl
HSDB0971,BENZETHONIUM,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2
HSDB0972,BENZHYDRAZIDE,C1=CC=C(C=C1)C(=O)NN
HSDB0973,BENZIDINE,C1=CC(=CC=C1C2=CC=C(C=C2)N)N
HSDB0974,BENZIMIDAZOLE,C1=CC=C2C(=C1)NC=N2
HSDB0975,BENZO(A)FLUORENE,C1C2=CC=CC=C2C3=C1C4=CC=CC=C4C=C3
HSDB0976,BENZO(A)PYRENE,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3
HSDB0977,BENZO(B)FLUORANTHENE,C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1
HSDB0978,BENZOCAINE,CCOC(=O)C1=CC=C(C=C1)N
HSDB0979,BENZO(C)CHRYSENE,C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C5=CC=CC=C5C=C4
HSDB0980,BENZO(E)PYRENE,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4
HSDB0981,BENZOFURAN,C1=CC=C2C(=C1)C=CO2
HSDB0982,BENZO(G)CHRYSENE,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4C5=CC=CC=C35
HSDB0983,BENZO(GHI)FLUORANTHENE,C1=CC2=C3C(=C1)C4=CC=CC5=C4C3=C(C=C2)C=C5
HSDB0984,BENZO(GHI)PERYLENE,C1=CC2=C3C(=C1)C4=CC=CC5=C4C6=C(C=C5)C=CC(=C36)C=C2
HSDB0985,BENZOIN,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O
HSDB0986,BENZO(J)FLUORANTHENE,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC5=C4C3=CC=C5
HSDB0987,BENZO(K)FLUORANTHENE,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1
HSDB0988,BENZONATATE,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
HSDB0989,BENZONITRILE,C1=CC=C(C=C1)C#N
HSDB0990,BENZOPHENONE,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2
HSDB0991,BENZOPHENONE-2,C1=CC(=C(C=C1O)O)C(=O)C2=C(C=C(C=C2)O)O
HSDB0992,BENZOTHIAZOLE,C1=CC=C2C(=C1)N=CS2
HSDB0993,2-(4-MORPHOLINYLDITHIO)BENZOTHIAZOLE,C1COCCN1SSC2=NC3=CC=CC=C3S2
HSDB0994,2-(P-DIMETHYLAMINOSTYRYL)BENZOTHIAZOLE,CN(C)C1=CC=C(C=C1)C=CC2=NC3=CC=CC=C3S2
HSDB0995,2-(TERT-BUTYLAMINOTHIO)BENZOTHIAZOLE,CC(C)(C)NSC1=NC2=CC=CC=C2S1
HSDB0996,BENZOTRICHLORIDE,C1=CC=C(C=C1)C(Cl)(Cl)Cl
HSDB0997,BENZOTRIFLUORIDE,C1=CC=C(C=C1)C(F)(F)F
HSDB0998,BENZOYL,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2
HSDB0999,BENZPHETAMINE,CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2
HSDB1000,BENZQUINAMIDE,CCN(CC)C(=O)C1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C)OC)OC
HSDB1001,BENZTHIAZIDE,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N
HSDB1002,BENZTROPINE,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4
HSDB1003,BENZYLADENINE,C1=CC=C(C=C1)CNC2=NC=NC3=C2NC=N3
HSDB1004,BENZYLAMINE,C1=CC=C(C=C1)CN
HSDB1005,P-(BENZYLOXY)PHENOL,C1=CC=C(C=C1)COC2=CC=C(C=C2)O
HSDB1006,BEPHENIUM,C[N+](C)(CCOC1=CC=CC=C1)CC2=CC=CC=C2
HSDB1007,BERBERINE,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC
HSDB1008,BETA-AMINOPROPIONITRILE,C(CN)C#N
HSDB1009,BETA-BROMOSTYRENE,C1=CC=C(C=C1)C=CBr
HSDB1010,BETA-CADINENE,CC1=CCC2C(C1)C(CC=C2C)C(C)C
HSDB1011,BETA-CAROTENE,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C
HSDB1013,BETA-IONONE,CC1=C(C(CCC1)(C)C)C=CC(=O)C
HSDB1014,BETA-NITROSTYRENE,C1=CC=C(C=C1)C=C[N+](=O)[O-]
HSDB1015,BETA-PHELLANDRENE,CC(C)C1CCC(=C)C=C1
HSDB1016,BETA-PINENE,CC1(C2CCC(=C)C1C2)C
HSDB1017,BETA-PROPIOLACTONE,C1COC1=O
HSDB1018,BETAINE,C[N+](C)(C)CC(=O)[O-]
HSDB1019,BETAMETHASONE,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
HSDB1456,DEXAMETHASONE,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
HSDB1020,BETANAL,CC1=CC(=CC=C1)NC(=O)OC2=CC=CC(=C2)NC(=O)OC
HSDB1021,BEXAROTENE,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C
HSDB1022,BICALUTAMIDE,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O
HSDB1023,BIFENAZATE,CC(C)OC(=O)NNC1=C(C=CC(=C1)C2=CC=CC=C2)OC
HSDB1024,BIFENOX,COC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)Cl)Cl)[N+](=O)[O-]
HSDB1025,BINAPACRYL,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)C=C(C)C
HSDB1026,BIOTIN,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2
HSDB1027,BIPERIDEN,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O
HSDB1028,BIPHENYL,C1=CC=C(C=C1)C2=CC=CC=C2
HSDB1646,DIPHENYL,C1=CC=C(C=C1)C2=CC=CC=C2
HSDB1029,BISACODYL,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3
HSDB1030,BIS(ALPHA-METHYLBENZYL)AMINE,CC(C1=CC=CC=C1)NC(C)C2=CC=CC=C2
HSDB1031,BIS(P-(DIMETHYLAMINO)PHENYL)METHANE,CN(C)C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C)C
HSDB1032,BIS(P-CHLOROPHENYL)DISULFIDE,C1=CC(=CC=C1SSC2=CC=C(C=C2)Cl)Cl
HSDB1033,"BIS(2,4-DICHLOROPHENYL)ETHER",C1=CC(=C(C=C1Cl)Cl)OC2=C(C=C(C=C2)Cl)Cl
HSDB1034,BIS,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(C(CCCC(F)(F)P(=O)(O)O)(F)F)O)O)O)N
HSDB1035,BIS(2-(2-BUTOXYETHOXY)ETHOXY)METHANE,CCCCOCCOCCOCOCCOCCOCCCC
HSDB1036,BIS(2-CHLOROETHOXY)METHANE,C(CCl)OCOCCCl
HSDB1037,BIS(2-HYDROXY-3-TERT-BUTYL-5-METHYLPHENYL)METHANE,CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O
HSDB1038,BISOPROLOL,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O
HSDB1039,"BIS(1,1-DIMETHYLETHYL)PEROXIDE",CC(C)(C)OOC(C)(C)C
HSDB1040,BISPHENOL,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
HSDB1041,BISPYRIBAC,COC1=CC(=NC(=N1)OC2=C(C(=CC=C2)OC3=NC(=CC(=N3)OC)OC)C(=O)O)OC
HSDB1042,BIS(2-CHLOROETHYL)SULFIDE,C(CCl)SCCCl
HSDB1043,BIS(TRIBUTYLTIN),CCCC[Sn](CCCC)CCCC.CCCC[Sn](CCCC)CCCC
HSDB3384,TRIBUTYLTIN,CCCC[Sn](CCCC)CCCC.CCCC[Sn](CCCC)CCCC
HSDB1044,BITHIONOL,C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl
HSDB1045,BOCEPREVIR,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C
HSDB1046,BOMYL,COC(=O)CC(=CC(=O)OC)OP(=O)(OC)OC
HSDB1047,BORTEZOMIB,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O
HSDB1048,BOSCALID,C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl
HSDB1049,BRODIFACOUM,C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)C6=CC=C(C=C6)Br
HSDB1050,BROMACIL,CCC(C)N1C(=O)C(=C(NC1=O)C)Br
HSDB1051,BROMADIOLONE,C1=CC=C(C=C1)C(CC(C2=CC=C(C=C2)C3=CC=C(C=C3)Br)O)C4=C(C5=CC=CC=C5OC4=O)O
HSDB1052,BROMETHALIN,CN(C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(F)(F)F)C2=C(C=C(C=C2Br)Br)Br
HSDB1053,BROMINE,BrBr
HSDB1054,BROMOACETONE,CC(=O)CBr
HSDB1055,BROMOACETONITRILE,C(C#N)Br
HSDB1056,BROMOBENZENE,C1=CC=C(C=C1)Br
HSDB1057,BROMOCHLOROACETONITRILE,C(#N)C(Cl)Br
HSDB1058,BROMOCHLORODIFLUOROMETHANE,C(F)(F)(Cl)Br
HSDB1059,BROMOCHLOROMETHANE,C(Cl)Br
HSDB1060,BROMOCRESOL,C1=CC(=CC=C1CBr)O
HSDB1061,BROMODEOXYURIDINE,C1C(C(OC1N2C=C(C(=O)NC2=O)Br)CO)O
HSDB1062,BROMODICHLOROMETHANE,C(Cl)(Cl)Br
HSDB1063,BROMOFORM,C(Br)(Br)Br
HSDB1064,"2,2-BIS(BROMOMETHYL)-1,3-PROPANEDIOL",C(C(CO)(CBr)CBr)O
HSDB1066,BROMOPHOS,COP(=S)(OC)OC1=CC(=C(C=C1Cl)Br)Cl
HSDB1067,BROMOPHOS-ETHYL,CCOP(=S)(OCC)OC1=CC(=C(C=C1Cl)Br)Cl
HSDB1068,BROMOPROPYLATE,CC(C)OC(=O)C(C1=CC=C(C=C1)Br)(C2=CC=C(C=C2)Br)O
HSDB1069,BROMOTRICHLOROMETHANE,C(Cl)(Cl)(Cl)Br
HSDB1070,BROMOTRIFLUOROMETHANE,C(F)(F)(F)Br
HSDB1071,BROMOURACIL,C1=C(C(=O)NC(=O)N1)Br
HSDB1072,BROMOXYNIL,C1=C(C=C(C(=C1Br)O)Br)C#N
HSDB1073,BROMPHENIRAMINE,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2
HSDB1074,BROMUCONAZOLE,C1C(COC1(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl)Br
HSDB1075,BRONOPOL,C(C(CO)([N+](=O)[O-])Br)O
HSDB1076,BRUCINE,COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC
HSDB1077,BUDESONIDE,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
HSDB1078,BULAN,CCC(C(C1=CC=C(C=C1)Cl)C2=CC=C(C=C2)Cl)[N+](=O)[O-]
HSDB1079,BUPIVACAINE,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
HSDB1080,BUPROFEZIN,CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2
HSDB1081,BUPROPION,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
HSDB1082,BUSULFAN,CS(=O)(=O)OCCCCOS(=O)(=O)C
HSDB2350,METHANESULFONIC,CS(=O)(=O)OCCCCOS(=O)(=O)C
HSDB1083,BUTABARBITAL,CCC(C)C1(C(=O)NC(=O)NC1=O)CC
HSDB1084,BUTACARB,CC(C)(C)C1=CC(=CC(=C1)OC(=O)NC)C(C)(C)C
HSDB1085,BUTACHLOR,CCCCOCN(C1=C(C=CC=C1CC)CC)C(=O)CCl
HSDB1086,BUTALBITAL,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C
HSDB1087,"1,4-BIS(2,3-EPOXYPROPOXY)BUTANE",C1C(O1)COCCCCOCC2CO2
HSDB1088,BUTANENITRILE,CCCC#N
HSDB1089,BUTAPERAZINE,CCCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C
HSDB1090,BUTONATE,CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC
HSDB1091,N-(BUTOXYMETHYL)ACRYLAMIDE,CCCCOCNC(=O)C=C
HSDB1092,BUTRALIN,CCC(C)NC1=C(C=C(C=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-]
HSDB1093,BUTYL,CC(C)(C)C1CCC(CC1)O
HSDB1094,BUTYLATE,CCSC(=O)N(CC(C)C)CC(C)C
HSDB1095,3-IODO-2-PROPYNYL,C=C=[C]I
HSDB1096,BUTYLETHYLAMINE,CCCCNCC
HSDB1097,BUTYLMETHYLAMINE,CCCCNC
HSDB1098,BUTYLPARABEN,CCCCOC(=O)C1=CC=C(C=C1)O
HSDB1099,BUTYLSCOPOLAMINE,CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C
HSDB1100,BUTYLTRICHLOROSILANE,CCCC[Si](Cl)(Cl)Cl
HSDB1101,BUTYRALDEHYDE,CCCC=O
HSDB1102,BUTYROLACTONE,C1CC(=O)OC1
HSDB1103,BZ,C1CN2CCC1C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O
HSDB1104,CADAVERINE,C(CCN)CCN
HSDB1105,CADUSAFOS,CCC(C)SP(=O)(OCC)SC(C)CC
HSDB1106,CAFFEINE,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
HSDB1107,CALACTIN,CC1CC(C2(C(O1)OC3CC4CCC5C(C4(CC3O2)C=O)CCC6(C5(CCC6C7=CC(=O)OC7)O)C)O)O
HSDB1109,CALOTROPIN,CC1CC(C2(C(O1)OC3CC4CCC5C(C4(CC3O2)C=O)CCC6(C5(CCC6C7=CC(=O)OC7)O)C)O)O
HSDB1108,CALCITONIN,CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N1)CC(=O)N)CO)N)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC2=CN=CN2)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N4CCCC4C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N)C(C)O)CO
HSDB1110,CALUSTERONE,CC1CC2=CC(=O)CCC2(C3C1C4CCC(C4(CC3)C)(C)O)C
HSDB1111,CALYCOSIN,COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O
HSDB1112,CAMPHENE,CC1(C2CCC(C2)C1=C)C
HSDB1113,CAMPHOR,CC1(C2CCC1(C(=O)C2)C)C
HSDB1114,CANAGLIFLOZIN,CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F
HSDB1115,CANDESARTAN,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O
HSDB1116,CANGRELOR,CSCCNC1=C2C(=NC(=N1)SCCC(F)(F)F)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(C(P(=O)(O)O)(Cl)Cl)O)O)O
HSDB1117,CANNABICYCLOHEXANOL,CCCCCCCC(C)(C)C1=CC(=C(C=C1)C2CCCC(C2)O)O
HSDB1118,CANTHARIDINE,CC12C3CCC(C1(C(=O)OC2=O)C)O3
HSDB1119,CAPECITABINE,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O
HSDB1120,CAPREOMYCIN,C[C@H]1C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N1)N)[C@H]2CCNC(=N2)N)CNC(=O)C[C@H](CCCN)N.C1CNC(=N[C@H]1[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N2)CNC(=O)C[C@H](CCCN)N)CO)N)N
HSDB1121,CAPROLACTAM,C1CCC(=O)NCC1
HSDB1122,CAPROLACTONE,C1CCC(=O)OCC1
HSDB1123,CAPSAICIN,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
HSDB1124,CAPSANTHIN,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC(=O)C2(CC(CC2(C)C)O)C)C)C
HSDB1125,CAPTAFOL,C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl
HSDB1126,CAPTAN,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl
HSDB1127,CAPTOPRIL,CC(CS)C(=O)N1CCCC1C(=O)O
HSDB1128,CARAMEL,CC1CC(C(=O)C1=O)C
HSDB1129,CARBACHOL,C[N+](C)(C)CCOC(=O)N.[Cl-]
HSDB1130,CARBADOX,COC(=O)NN=CC1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-]
HSDB1131,CARBAMAZEPINE,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
HSDB1132,CARBANILIDE,C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2
HSDB1133,CARBANOLATE,CC1=CC(=C(C=C1C)Cl)OC(=O)NC
HSDB1134,CARBARYL,CNC(=O)OC1=CC=CC2=CC=CC=C21
HSDB1135,CARBAZOLE,C1=CC=C2C(=C1)C3=CC=CC=C3N2
HSDB1136,CARBENDAZIM,COC(=O)NC1=NC2=CC=CC=C2N1
HSDB1137,CARBENICILLIN,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C
HSDB1138,CARBETAPENTANE,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2
HSDB1139,CARBOFURAN,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C
HSDB1140,CARBOMER,C=CC(=O)O
HSDB1141,CARBOPHENOTHION,CCOP(=S)(OCC)SCSC1=CC=C(C=C1)Cl
HSDB1142,CARBOPLATIN,C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2]
HSDB1143,CARBOXIN,CC1=C(SCCO1)C(=O)NC2=CC=CC=C2
HSDB1144,CARBROMAL,CCC(CC)(C(=O)NC(=O)N)Br
